,Content ID,Reaction Type,Datetime,Content Type,Category,Score,Sentiment,  Each Category,Total Scores 
17288,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,like,29/8/20 9:42,photo,fitness,50,negative,,
17294,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,7/1/2021,audio,culture,50,positive,,
17295,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,29/7/20 23:06,audio,culture,50,negative,,
17297,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,1/5/2021,audio,culture,50,positive,,
17310,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,12/2/2021,audio,culture,50,negative,,
17355,28fc1e6d-eae9-47de-af11-11ad726b2a88,like,14/12/20 12:33,photo,cooking,50,positive,,
17357,28fc1e6d-eae9-47de-af11-11ad726b2a88,like,16/5/21 12:28,photo,cooking,50,positive,,
17358,28fc1e6d-eae9-47de-af11-11ad726b2a88,like,26/5/21 20:34,photo,cooking,50,positive,,
17379,b6f447e5-0a89-468a-8ad2-fd45676170d5,like,28/2/21 12:51,photo,veganism,50,positive,,
17404,b6f447e5-0a89-468a-8ad2-fd45676170d5,like,26/11/20 5:05,photo,veganism,50,neutral,,
17415,b6f447e5-0a89-468a-8ad2-fd45676170d5,like,17/11/20 4:27,photo,veganism,50,neutral,,
17427,292051b5-b835-4a60-962a-bddf10da82bd,like,4/11/2020,photo,technology,50,positive,,
17441,292051b5-b835-4a60-962a-bddf10da82bd,like,16/5/21 22:15,photo,technology,50,positive,,
17445,292051b5-b835-4a60-962a-bddf10da82bd,like,8/2/2021,photo,technology,50,positive,,
17464,088e2e43-61a8-475f-a3e6-061f626b0f16,like,22/9/20 8:22,photo,veganism,50,negative,,
17466,088e2e43-61a8-475f-a3e6-061f626b0f16,like,5/7/2020,photo,veganism,50,positive,,
17493,088e2e43-61a8-475f-a3e6-061f626b0f16,like,22/4/21 2:11,photo,veganism,50,positive,,
17494,088e2e43-61a8-475f-a3e6-061f626b0f16,like,11/12/2020,photo,veganism,50,negative,,
17499,088e2e43-61a8-475f-a3e6-061f626b0f16,like,26/5/21 2:33,photo,veganism,50,neutral,,
17534,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,2/11/2020,GIF,science,50,negative,,
17540,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,16/5/21 10:01,GIF,science,50,positive,,
17564,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,13/5/21 11:34,GIF,science,50,positive,,
17565,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,1/11/2020,GIF,science,50,negative,,
17581,e0cb0394-c5b2-447a-a9f4-88604a3ec283,like,2/11/2020,audio,public speaking,50,positive,,
17606,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,like,9/2/2021,audio,education,50,neutral,,
17620,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,like,21/7/20 2:01,audio,education,50,positive,,
17649,e17bade2-3175-49eb-92f4-7f2eac74147a,like,21/6/20 7:19,GIF,soccer,50,negative,,
17669,3896723f-560c-4008-9635-e3ecf1e2b37c,like,13/11/20 17:25,video,cooking,50,positive,,
17716,ef1ed168-7433-4233-ade8-95070d70a382,like,22/7/20 11:04,audio,travel,50,negative,,
17730,bb157107-088c-45aa-8d16-5c093a7471c6,like,9/9/2020,photo,culture,50,negative,,
17753,45630f5a-78c1-46a1-bdc7-79cd11bb3c13,like,20/1/21 8:24,photo,travel,50,positive,,
17760,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,like,8/5/2021,GIF,fitness,50,negative,,
17782,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,like,25/11/20 12:14,GIF,fitness,50,negative,,
17793,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,like,29/7/20 6:48,GIF,fitness,50,negative,,
17817,475541da-3402-4d0e-9df5-0da198f8fc9c,like,8/12/2020,video,culture,50,positive,,
17818,475541da-3402-4d0e-9df5-0da198f8fc9c,like,17/5/21 21:14,video,culture,50,neutral,,
17820,475541da-3402-4d0e-9df5-0da198f8fc9c,like,9/11/2020,video,culture,50,positive,,
17821,475541da-3402-4d0e-9df5-0da198f8fc9c,like,19/2/21 2:42,video,culture,50,negative,,
17830,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,like,11/3/2021,video,technology,50,positive,,
17849,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,like,1/6/2021,video,technology,50,positive,,
17851,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,like,26/3/21 11:35,video,technology,50,positive,,
17875,17e3a8c5-ecb6-445d-8b69-f8c202d08549,like,4/8/2020,audio,cooking,50,positive,,
17878,17e3a8c5-ecb6-445d-8b69-f8c202d08549,like,4/6/2021,audio,cooking,50,positive,,
17894,17e3a8c5-ecb6-445d-8b69-f8c202d08549,like,1/7/2020,audio,cooking,50,positive,,
17895,17e3a8c5-ecb6-445d-8b69-f8c202d08549,like,13/9/20 23:21,audio,cooking,50,neutral,,
17949,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,like,9/11/2020,photo,education,50,negative,,
17975,c582f515-4d90-4ae6-9ab7-059fdbd7956c,like,5/11/2020,audio,technology,50,negative,,
17987,59523d44-6113-46a5-a85b-38de2ce7bfa1,like,19/7/20 2:59,photo,travel,50,neutral,,
18000,e6c8f317-c8a9-4b1d-941a-4cd5420a138b,like,6/3/2021,GIF,science,50,positive,,
18021,e6c8f317-c8a9-4b1d-941a-4cd5420a138b,like,13/11/20 20:08,GIF,science,50,positive,,
18042,9c066976-30e0-405e-9973-5c4342271a70,like,24/1/21 11:56,audio,tennis,50,positive,,
18055,1934a201-0590-41af-bf40-5ddd6254d744,like,4/9/2020,photo,education,50,neutral,,
18070,1934a201-0590-41af-bf40-5ddd6254d744,like,13/4/21 18:22,photo,education,50,neutral,,
18072,1934a201-0590-41af-bf40-5ddd6254d744,like,9/12/2020,photo,education,50,positive,,
18078,1934a201-0590-41af-bf40-5ddd6254d744,like,15/11/20 9:11,photo,education,50,negative,,
18100,25290b06-ca05-43eb-8e54-e345a41ddba7,like,5/1/2021,photo,education,50,neutral,,
18116,25290b06-ca05-43eb-8e54-e345a41ddba7,like,6/5/2021,photo,education,50,negative,,
18140,0411a1da-97e1-44b6-945d-06b4682ba802,like,1/3/2021,audio,technology,50,positive,,
18150,0411a1da-97e1-44b6-945d-06b4682ba802,like,18/3/21 19:58,audio,technology,50,positive,,
18162,0411a1da-97e1-44b6-945d-06b4682ba802,like,6/9/2020,audio,technology,50,positive,,
18167,ef802d01-6269-4d21-9159-f1386c75e789,like,13/4/21 14:24,photo,technology,50,positive,,
18188,ee18c383-1e7a-4507-9e78-1061da09143a,like,10/5/2021,audio,education,50,positive,,
18190,ee18c383-1e7a-4507-9e78-1061da09143a,like,27/10/20 12:43,audio,education,50,positive,,
18191,ee18c383-1e7a-4507-9e78-1061da09143a,like,19/1/21 7:50,audio,education,50,positive,,
18195,ee18c383-1e7a-4507-9e78-1061da09143a,like,24/9/20 21:17,audio,education,50,negative,,
18207,ee0988ef-8656-4a63-9515-a2533b772636,like,25/7/20 19:28,video,travel,50,neutral,,
18242,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,like,22/12/20 20:50,audio,dogs,50,positive,,
18254,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,like,15/3/21 11:50,audio,dogs,50,negative,,
18266,df2214cb-61f3-4744-86a8-7c01e501bc27,like,26/4/21 2:57,audio,cooking,50,positive,,
18296,b15792cb-995f-473e-8372-5cbe88eb059b,like,4/1/2021,photo,travel,50,positive,,
18315,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,like,25/10/20 11:30,video,soccer,50,negative,,
18317,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,like,3/7/2020,video,soccer,50,positive,,
18319,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,like,12/1/2021,video,soccer,50,neutral,,
18340,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,like,19/12/20 20:35,video,soccer,50,neutral,,
18347,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,like,13/10/20 1:59,video,soccer,50,negative,,
18364,fea8d77c-fd0b-4678-868f-fbae567642f3,like,20/1/21 22:29,GIF,science,50,neutral,,
18397,b0782637-2604-40f7-8fc6-5e7d9ffd2255,like,20/5/21 9:11,video,cooking,50,positive,,
18407,55f46794-426f-441b-bb60-53b5e6beebc5,like,27/2/21 20:09,photo,food,50,positive,,
18415,55f46794-426f-441b-bb60-53b5e6beebc5,like,8/11/2020,photo,food,50,negative,,
18421,55f46794-426f-441b-bb60-53b5e6beebc5,like,22/2/21 6:06,photo,food,50,negative,,
18435,e61a1b04-17e4-4918-a637-ebfc59783ad0,like,11/12/2020,audio,fitness,50,negative,,
18440,e61a1b04-17e4-4918-a637-ebfc59783ad0,like,6/1/2021,audio,fitness,50,positive,,
18447,e61a1b04-17e4-4918-a637-ebfc59783ad0,like,18/6/21 6:44,audio,fitness,50,positive,,
18450,e61a1b04-17e4-4918-a637-ebfc59783ad0,like,20/8/20 8:00,audio,fitness,50,negative,,
18467,e61a1b04-17e4-4918-a637-ebfc59783ad0,like,23/10/20 4:01,audio,fitness,50,positive,,
18473,e61a1b04-17e4-4918-a637-ebfc59783ad0,like,27/4/21 22:14,audio,fitness,50,positive,,
18493,343362dd-20e1-4b98-ad23-e3d8d497f98e,like,19/10/20 4:20,video,travel,50,neutral,,
18497,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,like,22/2/21 14:35,photo,veganism,50,positive,,
18507,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,like,23/6/20 5:41,photo,veganism,50,negative,,
18511,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,like,3/9/2020,photo,veganism,50,negative,,
18527,f663d05c-74ce-424b-89f2-58009b0095fb,like,7/1/2021,audio,public speaking,50,negative,,
18545,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,like,27/4/21 7:41,audio,education,50,neutral,,
18546,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,like,24/12/20 23:06,audio,education,50,positive,,
18549,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,like,24/9/20 17:17,audio,education,50,negative,,
18684,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,like,7/4/2021,photo,tennis,50,neutral,,
18685,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,like,17/3/21 7:26,photo,tennis,50,positive,,
18708,80bf3ac3-e94e-44cf-81ef-345a8326802c,like,5/10/2020,photo,veganism,50,neutral,,
18715,80bf3ac3-e94e-44cf-81ef-345a8326802c,like,10/4/2021,photo,veganism,50,negative,,
18718,80bf3ac3-e94e-44cf-81ef-345a8326802c,like,28/9/20 22:54,photo,veganism,50,negative,,
18727,80bf3ac3-e94e-44cf-81ef-345a8326802c,like,14/4/21 5:10,photo,veganism,50,positive,,
18731,80bf3ac3-e94e-44cf-81ef-345a8326802c,like,14/12/20 13:59,photo,veganism,50,positive,,
18742,6f48fe2b-7c20-4065-8ae9-7bea61275dc7,like,27/3/21 22:51,GIF,science,50,positive,,
18774,4bfc9824-aaeb-4695-8195-945686795b30,like,14/10/20 10:39,video,public speaking,50,negative,,
18788,4bfc9824-aaeb-4695-8195-945686795b30,like,17/8/20 11:17,video,public speaking,50,positive,,
18792,4bfc9824-aaeb-4695-8195-945686795b30,like,29/10/20 19:45,video,public speaking,50,positive,,
18793,4bfc9824-aaeb-4695-8195-945686795b30,like,10/10/2020,video,public speaking,50,positive,,
18802,4bfc9824-aaeb-4695-8195-945686795b30,like,5/1/2021,video,public speaking,50,positive,,
18815,a168836d-7a74-41e2-a8ae-809fa556c8a0,like,22/1/21 13:43,photo,travel,50,positive,,
18817,a168836d-7a74-41e2-a8ae-809fa556c8a0,like,29/8/20 12:07,photo,travel,50,negative,,
18820,a168836d-7a74-41e2-a8ae-809fa556c8a0,like,27/9/20 13:21,photo,travel,50,positive,,
18844,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,like,25/3/21 18:00,audio,veganism,50,positive,,
18892,0ac85d23-c8ba-49ed-bec1-493b960a88c0,like,24/8/20 6:33,photo,science,50,negative,,
18922,ef619e47-1e88-4e0f-8d91-590cd9ecc137,like,7/2/2021,photo,animals,50,positive,,
18934,f65dbde9-c8dc-4851-927e-964fa2e0908a,like,6/12/2020,video,education,50,positive,,
18967,019b61f4-926c-438e-adaf-6119c5eab752,like,30/8/20 0:26,photo,fitness,50,neutral,,
18971,049c926f-9095-4bb2-a464-666a68257f61,like,21/5/21 16:29,video,dogs,50,positive,,
18992,049c926f-9095-4bb2-a464-666a68257f61,like,22/12/20 2:49,video,dogs,50,negative,,
19005,049c926f-9095-4bb2-a464-666a68257f61,like,28/9/20 21:26,video,dogs,50,positive,,
19008,049c926f-9095-4bb2-a464-666a68257f61,like,23/9/20 17:38,video,dogs,50,negative,,
19035,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,like,18/4/21 7:59,GIF,soccer,50,negative,,
19053,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,like,29/5/21 12:36,GIF,soccer,50,positive,,
19060,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,like,26/4/21 18:48,GIF,soccer,50,positive,,
19084,6aa06c00-d796-43c3-816d-70f21fe58f80,like,17/2/21 5:17,audio,science,50,positive,,
19146,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,like,21/7/20 6:27,GIF,tennis,50,positive,,
19185,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,28/7/20 3:58,photo,food,50,positive,,
19187,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,7/1/2021,photo,food,50,negative,,
19188,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,10/1/2021,photo,food,50,negative,,
19204,96ece45a-89e4-4cf8-b216-c860bf8e158e,like,18/2/21 14:48,photo,food,50,positive,,
19249,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,like,24/9/20 20:12,GIF,food,50,positive,,
19271,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,like,7/7/2020,GIF,food,50,positive,,
19299,4dd4da35-453e-466d-95ca-b1a7710fac1f,like,25/10/20 14:46,GIF,technology,50,negative,,
19338,1bbfe52f-37e2-4874-8422-161a60b331e1,like,14/3/21 11:32,GIF,culture,50,positive,,
19345,1bbfe52f-37e2-4874-8422-161a60b331e1,like,24/10/20 7:41,GIF,culture,50,positive,,
19346,1bbfe52f-37e2-4874-8422-161a60b331e1,like,24/3/21 15:52,GIF,culture,50,positive,,
19378,94f8ffbb-d888-4713-8cdd-ea57466d88b2,like,15/11/20 0:23,video,science,50,positive,,
19399,6e71ed3d-3fba-4bd1-8de7-2798dec6431e,like,25/2/21 21:38,audio,studying,50,positive,,
19403,6e71ed3d-3fba-4bd1-8de7-2798dec6431e,like,5/4/2021,audio,studying,50,positive,,
19423,c3d1c36d-2ad9-45ce-be49-51c103351e62,like,17/4/21 6:33,video,travel,50,positive,,
19430,c3d1c36d-2ad9-45ce-be49-51c103351e62,like,3/8/2020,video,travel,50,positive,,
19449,b38723f3-878c-4308-b173-14f03639d9b8,like,3/9/2020,video,travel,50,positive,,
19456,b38723f3-878c-4308-b173-14f03639d9b8,like,27/8/20 19:10,video,travel,50,negative,,
19464,b38723f3-878c-4308-b173-14f03639d9b8,like,26/8/20 2:29,video,travel,50,negative,,
19539,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,like,28/12/20 16:52,video,public speaking,50,negative,,
19542,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,like,20/6/20 13:30,video,public speaking,50,positive,,
19580,a739e02a-5d83-4e0e-b306-740652cf700a,like,11/6/2021,video,science,50,negative,,
19583,a739e02a-5d83-4e0e-b306-740652cf700a,like,1/7/2020,video,science,50,neutral,,
19591,a739e02a-5d83-4e0e-b306-740652cf700a,like,19/7/20 19:08,video,science,50,positive,,
19594,a739e02a-5d83-4e0e-b306-740652cf700a,like,26/1/21 9:37,video,science,50,positive,,
19600,a739e02a-5d83-4e0e-b306-740652cf700a,like,1/9/2020,video,science,50,positive,,
19640,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,like,24/1/21 3:33,GIF,cooking,50,negative,,
19646,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,like,17/11/20 18:38,photo,science,50,negative,,
19672,8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,like,7/6/2021,photo,science,50,positive,,
19698,c9b2829f-278c-4acd-a895-cf0bd337d36f,like,14/3/21 15:32,video,fitness,50,negative,,
19710,c9b2829f-278c-4acd-a895-cf0bd337d36f,like,21/9/20 6:26,video,fitness,50,positive,,
19715,c9b2829f-278c-4acd-a895-cf0bd337d36f,like,29/5/21 0:35,video,fitness,50,neutral,,
19717,c9b2829f-278c-4acd-a895-cf0bd337d36f,like,25/8/20 7:29,video,fitness,50,neutral,,
19744,a861f7e7-b2f5-4d86-966c-7503c8faaeca,like,17/2/21 2:52,GIF,animals,50,positive,,
19747,a861f7e7-b2f5-4d86-966c-7503c8faaeca,like,17/4/21 12:00,GIF,animals,50,negative,,
19762,56b0b1ab-a07c-4379-b699-80ccc8689c85,like,23/5/21 23:28,video,culture,50,neutral,,
19795,56b0b1ab-a07c-4379-b699-80ccc8689c85,like,16/11/20 15:45,video,culture,50,positive,,
19831,6c8d057d-756a-41dd-afef-bf73adffbdf4,like,19/6/20 1:59,audio,food,50,neutral,,
19845,6c8d057d-756a-41dd-afef-bf73adffbdf4,like,2/7/2020,audio,food,50,negative,,
19866,59f7eb93-7ffc-4627-98a6-9ecaa5e35206,like,11/9/2020,GIF,cooking,50,negative,,
19872,990f1598-4dbb-403c-a5b2-48de2c30b1ca,like,30/11/20 11:14,audio,food,50,positive,,
19877,990f1598-4dbb-403c-a5b2-48de2c30b1ca,like,26/12/20 14:41,audio,food,50,positive,,
19884,990f1598-4dbb-403c-a5b2-48de2c30b1ca,like,18/6/20 19:31,audio,food,50,neutral,,
19897,990f1598-4dbb-403c-a5b2-48de2c30b1ca,like,28/12/20 0:39,audio,food,50,negative,,
19898,990f1598-4dbb-403c-a5b2-48de2c30b1ca,like,18/6/20 19:10,audio,food,50,negative,,
19913,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,like,18/6/20 12:44,video,animals,50,positive,,
19926,92c1fcb5-5b56-4780-85cb-0c4858b39b3e,like,6/11/2020,video,travel,50,neutral,,
19930,92c1fcb5-5b56-4780-85cb-0c4858b39b3e,like,29/3/21 8:07,video,travel,50,positive,,
19978,0701343b-6105-40e4-b275-7f3d292b9e20,like,22/2/21 15:27,photo,tennis,50,negative,,
19985,451b228b-9d66-45a4-b6fa-46c502562b5f,like,25/5/21 9:00,video,healthy eating,50,negative,,
19987,451b228b-9d66-45a4-b6fa-46c502562b5f,like,15/7/20 7:57,video,healthy eating,50,neutral,,
20000,451b228b-9d66-45a4-b6fa-46c502562b5f,like,31/8/20 2:02,video,healthy eating,50,positive,,
20036,c9082d3b-6f2b-4057-a0b8-3538a247982a,like,25/7/20 18:27,GIF,healthy eating,50,positive,,
20043,c9082d3b-6f2b-4057-a0b8-3538a247982a,like,13/9/20 20:38,GIF,healthy eating,50,negative,,
20064,1dbed432-50e6-4955-9ac8-798fb60b2f0e,like,25/3/21 21:56,video,science,50,positive,,
20067,1dbed432-50e6-4955-9ac8-798fb60b2f0e,like,9/11/2020,video,science,50,positive,,
20069,1dbed432-50e6-4955-9ac8-798fb60b2f0e,like,30/6/20 19:36,video,science,50,positive,,
20070,1dbed432-50e6-4955-9ac8-798fb60b2f0e,like,4/7/2020,video,science,50,positive,,
20085,7c47e333-da29-4be9-8156-2e5f75a991e1,like,25/11/20 13:45,video,dogs,50,positive,,
20093,7c47e333-da29-4be9-8156-2e5f75a991e1,like,29/12/20 13:38,video,dogs,50,negative,,
20099,7c47e333-da29-4be9-8156-2e5f75a991e1,like,28/1/21 13:50,video,dogs,50,positive,,
20171,aad272f0-2b16-478b-b2c5-c502b060fc30,like,17/4/21 1:04,photo,dogs,50,positive,,
20199,1dec5263-8a54-43fb-bfbe-a388d2919e74,like,4/3/2021,GIF,food,50,positive,,
20207,c75dfa33-cd71-486f-b4e1-f5e9133ae873,like,21/11/20 2:30,photo,veganism,50,positive,,
20233,0f1cb5c0-ac2a-4c8a-9fb9-115d60493247,like,9/4/2021,GIF,veganism,50,positive,,
20235,0f1cb5c0-ac2a-4c8a-9fb9-115d60493247,like,18/2/21 22:09,GIF,veganism,50,negative,,
20312,09f2e925-5086-42ad-8160-e763396a36ca,like,8/3/2021,audio,dogs,50,negative,,
20350,6cbac852-fec6-49e2-95db-d62edeb477d0,like,15/5/21 7:56,video,healthy eating,50,negative,,
20352,6cbac852-fec6-49e2-95db-d62edeb477d0,like,1/8/2020,video,healthy eating,50,neutral,,
20377,445a06c1-3dea-4129-90eb-2384c0534eb6,like,6/9/2020,GIF,technology,50,positive,,
20381,445a06c1-3dea-4129-90eb-2384c0534eb6,like,15/1/21 9:06,GIF,technology,50,positive,,
20386,445a06c1-3dea-4129-90eb-2384c0534eb6,like,25/11/20 4:00,GIF,technology,50,negative,,
20393,445a06c1-3dea-4129-90eb-2384c0534eb6,like,26/12/20 12:23,GIF,technology,50,neutral,,
20409,445a06c1-3dea-4129-90eb-2384c0534eb6,like,22/2/21 6:07,GIF,technology,50,negative,,
20420,abf9ec3b-1d0f-4238-a8f8-137072dab287,like,5/8/2020,GIF,veganism,50,negative,,
20433,abf9ec3b-1d0f-4238-a8f8-137072dab287,like,20/6/20 19:51,GIF,veganism,50,negative,,
20460,60872f35-3eb4-4742-b3b0-48f15f11be66,like,18/5/21 20:57,video,travel,50,positive,,
20484,1b6f05f1-df9e-4ad4-989e-029baf20478f,like,23/12/20 5:59,audio,fitness,50,positive,,
20487,1b6f05f1-df9e-4ad4-989e-029baf20478f,like,3/3/2021,audio,fitness,50,positive,,
20521,1a5b511a-7199-4f05-988a-1f1d0380ca11,like,2/9/2020,GIF,travel,50,positive,,
20530,1a5b511a-7199-4f05-988a-1f1d0380ca11,like,26/7/20 17:01,GIF,travel,50,neutral,,
20568,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,like,24/1/21 7:19,video,travel,50,negative,,
20578,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,like,11/5/2021,video,travel,50,positive,,
20593,b5966298-63d8-403e-96ab-9a610eb9752d,like,19/11/20 22:29,GIF,soccer,50,neutral,,
20597,b5966298-63d8-403e-96ab-9a610eb9752d,like,26/10/20 9:17,GIF,soccer,50,negative,,
20609,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,like,27/8/20 16:25,video,science,50,positive,,
20652,9c542f56-b0ec-4df1-b95e-f56e1c467813,like,1/11/2020,audio,food,50,positive,,
20670,9c542f56-b0ec-4df1-b95e-f56e1c467813,like,27/11/20 9:57,audio,food,50,neutral,,
20671,9c542f56-b0ec-4df1-b95e-f56e1c467813,like,16/9/20 11:34,audio,food,50,positive,,
20700,41c97dd6-3f0d-4a6c-9083-2163e8e08e19,like,3/10/2020,video,public speaking,50,negative,,
20703,41c97dd6-3f0d-4a6c-9083-2163e8e08e19,like,5/7/2020,video,public speaking,50,positive,,
20718,e8d62710-7e3a-4bef-b6da-edaaed70c401,like,8/11/2020,photo,healthy eating,50,negative,,
20720,e8d62710-7e3a-4bef-b6da-edaaed70c401,like,22/3/21 2:06,photo,healthy eating,50,negative,,
20736,e8d62710-7e3a-4bef-b6da-edaaed70c401,like,15/4/21 8:30,photo,healthy eating,50,positive,,
20742,e8d62710-7e3a-4bef-b6da-edaaed70c401,like,18/1/21 6:58,photo,healthy eating,50,positive,,
20763,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,like,25/3/21 1:54,video,culture,50,positive,,
20764,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,like,31/12/20 19:59,video,culture,50,negative,,
20795,d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,like,27/10/20 5:26,video,culture,50,positive,,
20810,95fe7e7c-f327-4a0a-af06-5a88346f8546,like,14/3/21 13:53,video,science,50,neutral,,
20830,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,like,27/6/20 23:34,photo,animals,50,negative,,
20846,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,like,25/1/21 5:24,photo,animals,50,positive,,
20848,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,like,11/9/2020,photo,animals,50,neutral,,
20877,8b08e78c-4798-463a-b868-a0dc9fde777f,like,1/5/2021,GIF,public speaking,50,positive,,
20899,8b08e78c-4798-463a-b868-a0dc9fde777f,like,6/11/2020,GIF,public speaking,50,positive,,
20920,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,like,5/3/2021,audio,science,50,positive,,
20929,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,like,27/5/21 22:45,audio,science,50,positive,,
20935,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,like,14/8/20 1:45,audio,science,50,negative,,
20961,4304a382-1527-4e7d-af7b-691d976f9ad4,like,3/1/2021,video,tennis,50,negative,,
20962,4304a382-1527-4e7d-af7b-691d976f9ad4,like,4/11/2020,video,tennis,50,positive,,
20967,4304a382-1527-4e7d-af7b-691d976f9ad4,like,21/12/20 6:32,video,tennis,50,neutral,,
20993,2ceee25a-8461-4409-ab41-7a72d97d722d,like,12/4/2021,photo,animals,50,positive,,
20996,2ceee25a-8461-4409-ab41-7a72d97d722d,like,16/12/20 19:21,photo,animals,50,negative,,
21002,2ceee25a-8461-4409-ab41-7a72d97d722d,like,28/11/20 10:12,photo,animals,50,positive,,
21049,a4f6b4c2-36bd-4232-bef8-66577a601163,like,21/1/21 4:43,photo,animals,50,positive,,
21052,a4f6b4c2-36bd-4232-bef8-66577a601163,like,17/11/20 19:47,photo,animals,50,positive,,
21069,a4f6b4c2-36bd-4232-bef8-66577a601163,like,8/3/2021,photo,animals,50,negative,,
21070,a4f6b4c2-36bd-4232-bef8-66577a601163,like,6/4/2021,photo,animals,50,negative,,
21100,01396602-c759-4a17-90f0-8f9b3ca11b30,like,9/5/2021,GIF,tennis,50,positive,,
21101,01396602-c759-4a17-90f0-8f9b3ca11b30,like,1/2/2021,GIF,tennis,50,negative,,
21117,01396602-c759-4a17-90f0-8f9b3ca11b30,like,30/1/21 22:56,GIF,tennis,50,neutral,,
21125,01396602-c759-4a17-90f0-8f9b3ca11b30,like,15/5/21 9:42,GIF,tennis,50,positive,,
21137,01396602-c759-4a17-90f0-8f9b3ca11b30,like,30/11/20 1:03,GIF,tennis,50,positive,,
21141,3ca5a22f-aebc-4421-a960-d787d732f1ec,like,15/9/20 1:07,audio,healthy eating,50,positive,,
21153,3ca5a22f-aebc-4421-a960-d787d732f1ec,like,22/4/21 18:06,audio,healthy eating,50,positive,,
21165,3ca5a22f-aebc-4421-a960-d787d732f1ec,like,4/4/2021,audio,healthy eating,50,positive,,
21171,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,12/10/2020,photo,travel,50,positive,,
21175,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,22/7/20 10:33,photo,travel,50,positive,,
21176,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,30/8/20 2:43,photo,travel,50,neutral,,
21195,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,16/4/21 15:41,photo,travel,50,positive,,
21196,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,23/5/21 8:36,photo,travel,50,positive,,
21204,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,4/8/2020,photo,travel,50,positive,,
21261,b9ff65d6-b79a-4f9b-8745-10088ddf9934,like,20/2/21 9:04,video,animals,50,negative,,
